YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,PRDHR_MGT,PRDHR_RN,PRDHR_LVN,PRDHR_NA,PRDHR_TSP,PRDHR_PSY,PRDHR_OTH
2013,206301189,GORDON LANE CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,33073,1938,16553,21681,76590,0,0,5789
2012,206301189,GORDON LANE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,33669,1867,17658,19519,78841,0,0,4856
2011,206301189,GORDON LANE CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,32510,1953,18188,16759,75719,0,0,5825
2015,206301190,COVENTRY COURT HEALTH CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,29841,1848,16401,39832,66536,0,0,0
2014,206301190,COVENTRY COURT HEALTH CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,28893,1825,16222,38918,63611,0,0,0
2013,206301190,COVENTRY COURT HEALTH CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,28165,2016,14886,34997,63519,0,0,0
2012,206301190,COVENTRY COURT HEALTH CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,29355,1817,16160,36329,68532,0,0,0
2011,206301190,COVENTRY COURT HEALTH CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,30672,1849,18226,39209,68468,0,0,0
2015,206301192,LEISURE COURT NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,39797,2089,12767,28291,99743,0,0,3550
2014,206301192,LEISURE COURT NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,39828,1771,14803,23942,100581,0,0,6075
2013,206301192,LEISURE COURT NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,38528,1820,14005,24773,98074,0,0,3701
2012,206301192,LEISURE COURT NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,39831,3695,11803,26788,98404,0,0,3601
2011,206301192,LEISURE COURT NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,40617,5809,10144,28225,99605,0,0,3871
2015,206301201,LA PALMA NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,24604,2096,9994,20127,63414,0,0,2593
2014,206301201,LA PALMA NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,24448,1775,10538,19568,64298,0,0,2694
2013,206301201,LA PALMA NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,23092,1793,9940,20373,59308,0,0,2644
2012,206301201,LA PALMA NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,24569,1775,9670,21029,60790,0,0,1131
2011,206301201,LA PALMA NURSING CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,24550,2188,8747,21046,60808,0,0,2459
2015,206301202,ADVANCED REHAB CENTER OF TUSTIN,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,32788,1626,10587,27381,67270,0,0,10288
2014,206301202,ADVANCED REHAB CENTER OF TUSTIN,03/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,23530,2903,7993,21401,51298,0,0,4110
2013,206301202,ADVANCED REHAB CENTER OF TUSTIN,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,31924,2819,12635,26101,71857,0,0,2749
2012,206301202,ADVANCED REHAB CENTER OF TUSTIN,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,32154,1821,12047,25391,70949,0,0,673
2011,206301202,ADVANCED REHAB CENTER OF TUSTIN,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,32117,1892,11647,24383,72895,0,0,973
2015,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,06/01/2014 12:00:00 AM,05/31/2015 12:00:00 AM,Orange,Investor Owned,33758,2000,10669,31595,71953,0,0,3644
2014,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,06/01/2013 12:00:00 AM,05/31/2014 12:00:00 AM,Orange,Investor Owned,35086,2024,11115,31048,73147,0,0,4841
2013,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,06/01/2012 12:00:00 AM,05/31/2013 12:00:00 AM,Orange,Investor Owned,32639,1584,9994,29897,67407,0,0,5840
2012,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,06/01/2011 12:00:00 AM,05/31/2012 12:00:00 AM,Orange,Investor Owned,32582,2024,9395,32428,67826,0,0,5009
2011,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,06/01/2010 12:00:00 AM,05/31/2011 12:00:00 AM,Orange,Investor Owned,33212,1812,12226,31958,69947,0,0,2902
2015,206301208,SEA CLIFF HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,57116,2436,23283,57455,107217,0,0,4816
2014,206301208,SEA CLIFF HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,57880,1887,18989,58682,109181,0,0,4174
2013,206301208,SEA CLIFF HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,54135,1372,14639,65386,105212,0,0,2424
2012,206301208,SEA CLIFF HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,57062,2587,14157,66794,111335,0,0,0
2011,206301208,SEA CLIFF HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,57103,2458,15394,58492,115578,0,0,0
2015,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,45461,3558,27248,52448,107847,0,0,0
2014,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,44244,3086,28276,54428,102828,0,0,0
2013,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,44127,3896,31326,48470,104594,0,0,0
2012,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,43789,2897,32462,49344,102083,0,0,0
2011,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,43210,1796,29670,49870,104536,0,0,0
2015,206301211,HY-LOND GARDEN GROVE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,34499,14880,10178,18083,111087,0,0,6447
2014,206301211,HY-LOND GARDEN GROVE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,35136,3519,24005,4081,115148,0,0,7099
2013,206301211,HY-LOND GARDEN GROVE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,35361,3668,26938,0,111661,0,0,7931
2012,206301211,HY-LOND GARDEN GROVE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,35650,3702,26666,0,111388,0,0,6920
2011,206301211,HY-LOND GARDEN GROVE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,34574,2581,27403,0,103504,0,0,5705
2015,206301212,MISSION PALMS HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,33060,1992,7265,25490,76529,0,0,8164
2014,206301212,MISSION PALMS HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,32994,1848,16475,21712,81398,0,0,3735
2013,206301212,MISSION PALMS HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,32862,1914,10708,23051,76882,0,0,8837
2012,206301212,MISSION PALMS HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,33077,1928,11197,24126,78534,0,0,6159
2011,206301212,MISSION PALMS HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,32592,2163,12023,20124,75886,0,0,4435
2015,206301215,GARDEN PARK CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,42949,3837,30409,50118,96658,0,0,17915
2014,206301215,GARDEN PARK CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,41614,3418,34782,46943,90270,0,17903,6113
2013,206301215,GARDEN PARK CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,41112,3828,35745,44078,88779,0,19664,6085
2012,206301215,GARDEN PARK CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,41104,3924,31130,44467,88193,0,19499,6291
2011,206301215,GARDEN PARK CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,40821,3807,29135,46614,87337,0,0,25576
2015,206301233,LA HABRA CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,26186,2125,5630,27101,64296,0,0,0
2014,206301233,LA HABRA CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,27781,1698,8850,21944,64921,0,0,0
2013,206301233,LA HABRA CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,27433,1857,8004,22584,63628,0,0,0
2012,206301233,LA HABRA CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,27327,1849,5700,23502,64921,0,0,0
2011,206301233,LA HABRA CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,26730,1846,5747,22413,63855,0,0,0
2015,206301243,ANAHEIM TERRACE CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,31115,4046,11889,24061,71228,0,0,4540
2014,206301243,ANAHEIM TERRACE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,30767,3753,14829,17877,68842,0,0,3805
2013,206301243,ANAHEIM TERRACE CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,30656,3297,17551,16334,68290,0,0,3844
2012,206301243,ANAHEIM TERRACE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,30894,4073,13402,18774,69474,0,0,3780
2011,206301243,ANAHEIM TERRACE CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,29808,3505,11215,19597,67490,0,0,3052
2015,206301259,MESA VERDE POST ACUTE CARE CENTER,06/01/2014 12:00:00 AM,05/31/2015 12:00:00 AM,Orange,Investor Owned,25996,2040,9283,19923,61225,0,0,6368
2014,206301259,MESA VERDE POST ACUTE CARE CENTER,06/01/2013 12:00:00 AM,05/31/2014 12:00:00 AM,Orange,Investor Owned,24415,1888,9056,20942,56204,0,0,2885
2013,206301259,MESA VERDE POST ACUTE CARE CENTER,06/01/2012 12:00:00 AM,05/31/2013 12:00:00 AM,Orange,Investor Owned,24143,1944,11067,20267,55337,0,0,4716
2012,206301259,MESA VERDE POST ACUTE CARE CENTER,06/01/2011 12:00:00 AM,05/31/2012 12:00:00 AM,Orange,Investor Owned,23693,1947,14609,18989,58146,0,0,2683
2011,206301259,MESA VERDE POST ACUTE CARE CENTER,06/01/2010 12:00:00 AM,05/31/2011 12:00:00 AM,Orange,Investor Owned,19818,1830,12684,17731,52564,0,0,4836
2015,206301280,KNOTT AVENUE CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,35076,2071,19242,77371,87465,1861,23988,5317
2014,206301280,KNOTT AVENUE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,34658,2080,19195,77574,92058,22820,0,6523
2013,206301280,KNOTT AVENUE CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,33845,1924,17890,75872,87403,2407,2017,4999
2012,206301280,KNOTT AVENUE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,34242,1866,17503,73883,110530,22192,0,6774
2011,206301280,KNOTT AVENUE CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,34208,1854,16634,71101,93066,26394,2077,5438
2015,206301281,SUN MAR NURSING CENTER - ANAHEIM,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,24146,1889,14342,12275,54683,0,0,2194
2014,206301281,SUN MAR NURSING CENTER - ANAHEIM,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,24268,1885,13817,12624,55406,0,0,2046
2013,206301281,SUN MAR NURSING CENTER - ANAHEIM,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,24353,1897,14023,13180,54985,0,0,2025
2012,206301281,SUN MAR NURSING CENTER - ANAHEIM,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,24513,1913,11736,14613,54800,0,0,1985
2011,206301281,SUN MAR NURSING CENTER - ANAHEIM,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,24299,1873,9841,16254,54001,0,0,2065
2015,206301287,ALTA GARDENS CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,41879,3263,14364,30515,94766,0,0,3625
2014,206301287,ALTA GARDENS CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,41625,4381,12525,27979,95031,0,0,5730
2013,206301287,ALTA GARDENS CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,41965,2378,12019,29731,96537,0,0,5377
2012,206301287,ALTA GARDENS CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,41761,3430,11186,30291,95029,0,0,4796
2011,206301287,ALTA GARDENS CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,41864,3848,11845,28505,93173,0,0,3971
2015,206301289,FLAGSHIP HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,44298,4252,9058,47072,89706,0,0,3775
2014,206301289,FLAGSHIP HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,39388,4952,9791,37291,83341,0,0,4006
2013,206301289,FLAGSHIP HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,36986,5189,11088,35001,78313,0,0,4330
2012,206301289,FLAGSHIP HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,37751,7275,9930,34882,82299,0,0,4411
2011,206301289,FLAGSHIP HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,38488,6000,8213,38064,84914,0,0,5262
2015,206301290,CRYSTAL COVE CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,30023,4294,11788,32463,66193,0,0,0
2014,206301290,CRYSTAL COVE CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,29487,3731,14077,29368,65626,0,0,0
2013,206301290,CRYSTAL COVE CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,27780,4003,17311,27593,62077,0,0,0
2012,206301290,CRYSTAL COVE CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,28091,3468,21384,25408,64799,0,0,0
2011,206301290,CRYSTAL COVE CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,25848,3740,21471,25792,61372,0,0,0
2015,206301294,PARKVIEW HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,13039,2080,946,14084,27238,0,0,0
2014,206301294,PARKVIEW HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,12705,639,2332,12952,27304,0,0,0
2013,206301294,PARKVIEW HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,10862,1819,1119,11152,23812,0,0,0
2012,206301294,PARKVIEW HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,11184,1955,12,12004,24181,0,0,0
2011,206301294,PARKVIEW HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,11940,2080,48,12239,25792,0,0,0
2015,206301302,NEWPORT SUBACUTE HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,29248,2064,18217,44392,76644,0,0,2064
2014,206301302,NEWPORT SUBACUTE HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,29517,2217,20956,46865,81253,0,0,2064
2013,206301302,NEWPORT SUBACUTE HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,31581,5774,22169,50520,86943,0,0,0
2012,206301302,NEWPORT SUBACUTE HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,35230,5980,23484,49758,87030,0,0,0
2011,206301302,NEWPORT SUBACUTE HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,32731,2080,19455,47764,79669,0,0,2080
2015,206301303,QUAKER GARDENS,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Not-for-Profit,19201,9412,2853,16960,45651,0,0,24820
2014,206301303,QUAKER GARDENS,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Not-for-Profit,17078,3473,3142,16408,43781,0,0,8016
2013,206301303,QUAKER GARDENS,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Not-for-Profit,18247,1912,3589,16979,46456,0,0,9761
2012,206301303,QUAKER GARDENS,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Not-for-Profit,18157,2454,3863,20621,56322,0,0,11415
2011,206301303,QUAKER GARDENS,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Not-for-Profit,7520,0,3379,18648,74368,0,0,1093
2015,206301316,SOUTH COAST POST ACUTE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,85478,8824,36085,83537,240005,14010,8913,8892
2014,206301316,SOUTH COAST POST ACUTE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,84790,9103,36048,82754,240424,13147,9273,8606
2013,206301316,SOUTH COAST POST ACUTE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,85649,10172,34181,85221,240185,12701,9824,7252
2012,206301316,SOUTH COAST POST ACUTE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,85510,9967,32782,93880,257095,15568,14533,5959
2011,206301316,SOUTH COAST POST ACUTE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,86841,11284,31349,93528,254972,16238,15182,5965
2015,206301327,SANTA ANA HEALTHCARE & WELLNESS CENTRE,10/31/2014 12:00:00 AM,04/30/2015 12:00:00 AM,Orange,Investor Owned,23060,1121,6928,18191,51372,0,0,3334
2014,206301327,SANTA ANA HEALTHCARE & WELLNESS CENTRE,01/01/2014 12:00:00 AM,10/30/2014 12:00:00 AM,Orange,Investor Owned,36820,1899,13825,35258,80666,0,0,1638
2013,206301327,SANTA ANA HEALTHCARE & WELLNESS CENTRE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,45075,1343,15814,42477,100284,0,0,0
2012,206301327,SANTA ANA HEALTHCARE & WELLNESS CENTRE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,42024,1973,13997,41510,88935,0,0,0
2011,206301327,SANTA ANA HEALTHCARE & WELLNESS CENTRE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,36761,1888,14115,38846,78292,0,0,0
2015,206301334,PACIFIC HAVEN HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,34460,1913,23761,55358,103987,9961,0,8222
2014,206301334,PACIFIC HAVEN HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,34245,3790,25118,48320,98343,9593,0,8193
2013,206301334,PACIFIC HAVEN HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,34074,3898,23810,46466,93857,7876,0,5646
2012,206301334,PACIFIC HAVEN HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,34527,3930,24488,49980,99108,7646,0,3528
2011,206301334,PACIFIC HAVEN HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,34828,3653,28143,50307,103914,6989,0,0
2015,206301344,STANLEY HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,9559,2080,1100,9290,20511,0,0,0
2014,206301344,STANLEY HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,10046,1907,1231,9005,22345,0,0,0
2013,206301344,STANLEY HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,9987,2049,1057,8818,22483,0,0,0
2012,206301344,STANLEY HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,9650,1947,1182,8991,20926,0,0,0
2011,206301344,STANLEY HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,8734,1560,1670,8858,18890,0,0,0
2015,206301347,TERRACE VIEW CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,18915,3745,12228,28468,51358,0,0,0
2014,206301347,TERRACE VIEW CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,18577,2835,16767,24101,48967,0,0,0
2013,206301347,TERRACE VIEW CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,19389,3955,15657,21667,47236,0,0,0
2012,206301347,TERRACE VIEW CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,20511,2103,14033,21497,49284,0,0,0
2011,206301347,TERRACE VIEW CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,20187,1920,14027,18398,48860,0,0,0
2015,206301348,GREENFIELD CARE CENTER OF FULLERTON,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,34183,2080,11844,28543,70181,7316,0,2080
2014,206301348,GREENFIELD CARE CENTER OF FULLERTON,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,32548,2081,11451,29756,67741,6398,0,2121
2013,206301348,GREENFIELD CARE CENTER OF FULLERTON,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,32615,2052,11332,27600,77875,0,0,2141
2012,206301348,GREENFIELD CARE CENTER OF FULLERTON,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,32775,2041,6400,29180,71673,6950,0,2161
2011,206301348,GREENFIELD CARE CENTER OF FULLERTON,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,30265,1922,8028,24918,71540,0,0,2125
2015,206301359,TUSTIN CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,34848,2079,7725,8697,32424,0,0,1692
2014,206301359,TUSTIN CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,35433,1741,10355,8173,36408,0,0,927
2013,206301359,TUSTIN CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,34113,1944,11819,5894,30792,0,0,1435
2012,206301359,TUSTIN CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,34060,2000,12005,5471,29790,0,0,1788
2011,206301359,TUSTIN CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,33251,1992,8043,9374,27375,0,0,1910
2015,206301363,ORANGEGROVE REHABILITATION HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,32340,1873,17840,21716,78250,0,0,0
2014,206301363,ORANGEGROVE REHABILITATION HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,32781,2004,16079,21086,76472,0,0,0
2013,206301363,ORANGEGROVE REHABILITATION HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Orange,Investor Owned,29377,1999,13580,21870,67743,0,0,0
2012,206301363,ORANGEGROVE REHABILITATION HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Orange,Investor Owned,29572,2149,13559,22985,66921,0,0,0
2011,206301363,ORANGEGROVE REHABILITATION HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Orange,Investor Owned,30974,1975,15021,22903,69833,0,0,0
2015,206301381,WINDSOR GARDENS CARE CTR OF FULLERTON,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Orange,Investor Owned,33829,5620,12449,27476,77493,0,0,4641
2014,206301381,WINDSOR GARDENS CARE CTR OF FULLERTON,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Orange,Investor Owned,32791,3735,11049,29114,73890,0,0,1833
